HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A
Elche,Sevilla,1,1,4,3.75,1.91
Real Madrid,Vallecano,2,1,1.62,4,5.25
Villarreal,Cadiz,2,0,1.44,4.5,7
Betis,Getafe,0,1,2,3.2,4.2
Espanol,Ath Madrid,3,3,2.88,3.5,2.38
Mallorca,Valencia,1,0,3.3,3,2.4
Osasuna,Ath Bilbao,2,0,3,3.25,2.45
Sevilla,Real Madrid,1,2,2.88,3.5,2.4
Almeria,Valladolid,0,0,2.25,3.4,3.1
Ath Bilbao,Elche,0,1,1.3,5,11
Ath Madrid,Sociedad,2,1,2,3.5,3.6
Barcelona,Mallorca,3,0,1.33,5,9.5
Cadiz,Celta,1,0,2.6,3.1,2.75
Getafe,Osasuna,2,1,2.2,3.1,3.5
Girona,Betis,1,2,1.95,3.6,3.6
Valencia,Espanol,2,2,2,3.75,3.4
Vallecano,Villarreal,2,1,3,3.6,2.2
Mallorca,Vallecano,3,0,3,3.3,2.38
Osasuna,Girona,2,1,2.05,3.6,3.4
Real Madrid,Ath Bilbao,1,1,1.91,3.75,3.75
Sociedad,Sevilla,2,1,1.73,3.9,4.6
Villarreal,Ath Madrid,2,2,2.7,3.5,2.5
Betis,Valencia,1,1,2.63,3.6,2.5
Celta,Barcelona,2,1,2.6,3.8,2.5
Elche,Cadiz,1,1,2.63,3.4,2.63
Espanol,Almeria,3,3,2.75,3.8,2.38
Valladolid,Getafe,0,0,2.2,3.3,3.4
Milan,Udinese,4,2,1.44,4.75,7
Sampdoria,Atalanta,0,2,4.33,3.9,1.75
Lecce,Inter,1,2,10,5.75,1.28
Monza,Torino,1,2,2.6,3.3,2.75
Fiorentina,Cremonese,3,2,1.36,5,8.5
Lazio,Bologna,2,1,1.57,4.33,5.75
Salernitana,Roma,0,1,6.5,4.75,1.44
Spezia,Empoli,1,0,2.45,3.3,2.9
Verona,Napoli,2,5,3.5,3.5,2.05
Juventus,Sassuolo,3,0,1.44,4.75,7
Torino,Lazio,0,0,3,3.5,2.3
Udinese,Salernitana,0,0,1.75,3.8,4.5
Inter,Spezia,3,0,1.16,8,15
Sassuolo,Lecce,1,0,1.75,4,4.2
Empoli,Fiorentina,0,0,3.75,3.8,1.9
Napoli,Monza,4,0,1.33,5.5,8
Atalanta,Milan,1,1,2.75,3.5,2.5
Bologna,Verona,1,1,2.15,3.5,3.3
Roma,Cremonese,1,0,1.25,6.5,11
Sampdoria,Juventus,0,0,5.75,4,1.6
Monza,Udinese,1,2,3.1,3.4,2.3
Lazio,Inter,3,1,4,3.8,1.83
Cremonese,Torino,1,2,3.2,3.4,2.25
Juventus,Roma,1,1,2.3,3.3,3.1
Milan,Bologna,2,0,1.33,5.5,8.5
Spezia,Sassuolo,2,2,3,3.6,2.25
Salernitana,Sampdoria,4,0,2.45,3.2,3
Verona,Atalanta,0,1,4.2,4,1.75
Fiorentina,Napoli,0,0,3.25,3.6,2.15
Lecce,Empoli,1,1,2.3,3.5,3
Sassuolo,Milan,0,0,5.25,4.33,1.57
Inter,Cremonese,3,1,1.14,8,21
Roma,Monza,3,0,1.3,5.5,10
Empoli,Verona,1,1,2.62,3.3,2.7
Sampdoria,Lazio,1,1,4.2,3.6,1.85
Udinese,Fiorentina,1,0,2.7,3.5,2.5
Juventus,Spezia,2,0,1.28,5.75,12
Napoli,Lecce,1,1,1.25,6.25,11
Atalanta,Torino,3,1,1.72,3.75,5.25
Bologna,Salernitana,1,1,1.85,3.6,4.33
Fiorentina,Juventus,1,1,3,3.25,2.4
Milan,Inter,3,2,2.8,3.25,2.6
Lazio,Napoli,1,2,2.9,3.5,2.37
Cremonese,Sassuolo,0,0,3,3.5,2.25
Spezia,Bologna,2,2,3,3.3,2.37
Verona,Sampdoria,2,1,2.05,3.6,3.6
Udinese,Roma,4,0,4.2,3.75,1.85
Monza,Atalanta,0,2,5.75,4.2,1.57
Salernitana,Empoli,2,2,2.25,3.4,3.2
Torino,Lecce,1,0,1.7,3.75,5.25
Napoli,Spezia,1,0,1.25,6,11
Inter,Torino,1,0,1.45,4.75,7
Sampdoria,Milan,1,2,6,4.5,1.5
Atalanta,Cremonese,1,1,1.3,5.5,9.5
Bologna,Fiorentina,2,1,2.9,3.4,2.45
Lecce,Monza,1,1,2.25,3.4,3.2
Sassuolo,Udinese,1,3,2.7,3.5,2.55
Lazio,Verona,2,0,1.57,4.2,5.5
Juventus,Salernitana,2,2,1.4,4.5,8.5
Empoli,Roma,1,2,5,3.8,1.7
Salernitana,Lecce,1,2,2.25,3.3,3.3
Bologna,Empoli,0,1,2.1,3.5,3.4
Spezia,Sampdoria,2,1,2.7,3.25,2.7
Torino,Sassuolo,0,1,1.8,3.75,4.5
Udinese,Inter,3,1,3.8,3.6,1.95
Cremonese,Lazio,0,4,4.33,3.75,1.8
Fiorentina,Verona,2,0,1.75,3.8,4.5
Monza,Juventus,1,0,4.5,3.6,1.8
Roma,Atalanta,0,1,2.05,3.5,3.5
Milan,Napoli,1,2,2.15,3.5,3.3
Napoli,Torino,3,1,1.6,4,5.75
Inter,Roma,1,2,2,3.5,3.75
Empoli,Milan,1,3,5.5,4,1.6
Lazio,Spezia,4,0,1.4,5,7.5
Lecce,Cremonese,1,1,2.05,3.4,3.75
Sampdoria,Monza,0,3,2.25,3.4,3.2
Sassuolo,Salernitana,5,0,2,3.75,3.5
Atalanta,Fiorentina,1,0,1.95,3.5,4
Juventus,Bologna,3,0,1.5,4.33,6.5
Verona,Udinese,1,2,3.25,3.4,2.2
Sassuolo,Inter,1,2,4.33,4.2,1.7
Milan,Juventus,2,0,2.05,3.4,3.6
Bologna,Sampdoria,1,1,2.05,3.5,3.6
Torino,Empoli,1,1,1.72,3.6,5
Monza,Spezia,2,0,1.9,3.6,4
Salernitana,Verona,2,1,2.4,3.4,2.87
Udinese,Atalanta,2,2,2.5,3.4,2.75
Cremonese,Napoli,1,4,7,4.5,1.45
Roma,Lecce,2,1,1.33,5.25,8.5
Fiorentina,Lazio,0,4,2.4,3.5,2.8
Empoli,Monza,1,0,2.55,3.3,2.8
Torino,Juventus,0,1,3,3.1,2.5
Atalanta,Sassuolo,2,1,1.65,4,5
Inter,Salernitana,2,0,1.3,5.75,9
Lazio,Udinese,0,0,2.2,3.5,3.25
Spezia,Cremonese,2,2,2.45,3.2,3.1
Napoli,Bologna,3,2,1.25,6,11
Verona,Milan,1,2,6,4,1.57
Sampdoria,Roma,0,1,4.75,3.75,1.72
Lecce,Fiorentina,1,1,3.75,3.4,2.05
Juventus,Empoli,4,0,1.4,5,7
Salernitana,Spezia,1,0,2,3.5,3.8
Milan,Monza,4,1,1.4,5,7.5
Fiorentina,Inter,3,4,3.6,3.5,2.05
Udinese,Torino,1,2,2,3.3,4
Bologna,Lecce,2,0,2.15,3.2,3.75
Atalanta,Lazio,0,2,1.95,3.5,4
Roma,Napoli,0,1,2.87,3.5,2.4
Cremonese,Sampdoria,0,1,2.4,3.3,3
Sassuolo,Verona,2,1,1.95,3.5,4
Napoli,Sassuolo,4,0,1.28,6,8.5
Lecce,Juventus,0,1,4.33,3.3,1.9
Inter,Sampdoria,3,0,1.25,6,12
Empoli,Atalanta,0,2,4.33,3.8,1.8
Cremonese,Udinese,0,0,4,3.8,1.85
Spezia,Fiorentina,1,2,4,3.6,1.9
Lazio,Salernitana,1,3,1.5,4.5,6.5
Torino,Milan,2,1,3.75,3.3,2.1
Verona,Roma,1,3,4.33,3.6,1.83
Monza,Bologna,1,2,2.2,3.3,3.4
Udinese,Lecce,1,1,1.61,3.9,5.5
Empoli,Sassuolo,1,0,2.8,3.4,2.45
Salernitana,Cremonese,2,2,2.15,3.6,3.3
Atalanta,Napoli,1,2,3.3,3.6,2.15
Milan,Spezia,2,1,1.22,6,13
Bologna,Torino,2,1,3,3.1,2.5
Monza,Verona,2,0,2.2,3.4,3.3
Sampdoria,Fiorentina,0,2,4.2,3.4,1.9
Roma,Lazio,0,1,2,3.5,3.8
Juventus,Inter,2,0,3.1,3.4,2.37
Napoli,Empoli,2,0,1.25,6.5,9.5
Spezia,Udinese,1,1,4,3.5,1.9
Cremonese,Milan,0,0,6,4.2,1.55
Lecce,Atalanta,2,1,4.75,3.5,1.8
Sassuolo,Roma,1,1,3.4,3.6,2.1
Fiorentina,Salernitana,2,1,1.53,4.2,6.25
Inter,Bologna,6,1,1.28,5.75,10
Torino,Sampdoria,2,0,1.61,3.8,5.75
Verona,Juventus,0,1,5,3.8,1.66
Lazio,Monza,1,0,1.61,4.2,5
Empoli,Cremonese,2,0,2.5,3.4,2.8
Napoli,Udinese,3,2,1.5,4.75,5.75
Sampdoria,Lecce,0,2,2.62,3,3
Bologna,Sassuolo,3,0,2.3,3.5,3
Atalanta,Inter,2,3,3.1,3.75,2.2
Monza,Salernitana,3,0,2.15,3.25,3.6
Roma,Torino,1,1,1.9,3.4,4.33
Verona,Spezia,1,2,2.1,3.4,3.6
Milan,Fiorentina,2,1,1.7,3.8,5
Juventus,Lazio,3,0,1.95,3.5,4
Salernitana,Milan,1,2,7,4.33,1.45
Sassuolo,Sampdoria,1,2,1.73,3.75,4.75
Spezia,Atalanta,2,2,4.75,3.8,1.67
Torino,Verona,1,1,1.83,3.4,4.5
Lecce,Lazio,2,1,3.6,3.3,2.05
Roma,Bologna,1,0,1.6,3.8,5.5
Cremonese,Juventus,0,1,4.75,3.8,1.67
Fiorentina,Monza,1,1,1.7,3.8,4.75
Inter,Napoli,1,0,2.25,3.4,3.1
Udinese,Empoli,1,1,1.6,4.2,5.75
Fiorentina,Sassuolo,2,1,1.7,3.8,5
Juventus,Udinese,1,0,1.75,3.8,4.5
Monza,Inter,2,2,5.75,4.33,1.55
Salernitana,Torino,1,1,3.7,3.2,2.15
Lazio,Empoli,2,2,1.53,4.2,6
Spezia,Lecce,0,0,2.6,3.1,2.9
Sampdoria,Napoli,0,2,8,4.75,1.4
Milan,Roma,2,2,1.83,3.6,4.33
Verona,Cremonese,2,0,2.05,3.3,3.8
Bologna,Atalanta,1,2,3.4,3.4,2.15
Napoli,Juventus,5,1,1.91,3.5,4
Cremonese,Monza,2,3,2.8,3.3,2.55
Lecce,Milan,2,2,5.75,3.8,1.62
Inter,Verona,1,0,1.3,5.5,9.5
Sassuolo,Lazio,0,2,3.2,3.5,2.2
Torino,Spezia,0,1,1.62,3.8,5.5
Udinese,Bologna,1,2,1.91,3.4,4.2
Atalanta,Salernitana,8,2,1.4,5,7
Roma,Fiorentina,2,0,1.95,3.5,4
Empoli,Sampdoria,1,0,2.2,3.2,3.5
Verona,Lecce,2,0,2.38,3.1,3.2
Salernitana,Napoli,0,2,9.5,5.75,1.29
Fiorentina,Torino,0,1,2.1,3.3,3.6
Sampdoria,Udinese,0,1,3.6,3.25,2.15
Monza,Sassuolo,1,1,2.2,3.4,3.3
Spezia,Roma,0,2,4.75,3.5,1.83
Juventus,Atalanta,3,3,2.1,3.4,3.5
Bologna,Cremonese,1,1,1.91,3.4,4.33
Inter,Empoli,0,1,1.29,6,9.5
Lazio,Milan,4,0,3.2,3.4,2.25
Bologna,Spezia,2,0,1.85,3.4,4.5
Lecce,Salernitana,1,2,1.8,3.4,4.75
Empoli,Torino,2,2,3.25,3.1,2.4
Cremonese,Inter,1,2,6.5,4.33,1.5
Atalanta,Sampdoria,2,0,1.33,5.25,9
Milan,Sassuolo,2,5,1.5,4.5,6.5
Juventus,Monza,0,2,1.55,4,6.5
Lazio,Fiorentina,1,1,2.1,3.4,3.6
Napoli,Roma,2,1,1.73,3.6,5.25
Udinese,Verona,1,1,1.8,3.75,4.33
Cremonese,Lecce,0,2,2.63,3.1,2.8
Roma,Empoli,2,0,1.5,4.2,6.5
Sassuolo,Atalanta,1,0,3.75,3.6,1.91
Spezia,Napoli,0,3,8,5.25,1.36
Torino,Udinese,1,0,2.25,3.25,3.3
Fiorentina,Bologna,1,2,1.83,3.5,4.5
Inter,Milan,1,0,1.95,3.5,4
Verona,Lazio,1,1,3.6,3.6,2
Monza,Sampdoria,2,2,1.8,3.5,4.75
Salernitana,Juventus,0,3,7,4.2,1.5
Milan,Torino,1,0,1.8,3.5,4.75
Empoli,Spezia,2,2,2,3.5,3.75
Lecce,Roma,1,1,4.33,3.25,1.95
Lazio,Atalanta,0,2,2.38,3.4,3
Udinese,Sassuolo,2,2,2,3.6,3.6
Bologna,Monza,0,1,2.2,3.2,3.5
Juventus,Fiorentina,1,0,1.83,3.5,4.5
Napoli,Cremonese,3,0,1.18,7.5,13
Verona,Salernitana,1,0,1.85,3.4,4.5
Sampdoria,Inter,0,0,7,4.5,1.44
Sassuolo,Napoli,0,2,5,4,1.6
Sampdoria,Bologna,1,2,3.25,3.1,2.38
Monza,Milan,0,1,3.75,3.3,2.1
Inter,Udinese,3,1,1.53,4.2,6
Atalanta,Lecce,1,2,1.5,4,7
Fiorentina,Empoli,1,1,1.6,4,5.75
Salernitana,Lazio,0,2,5.5,3.75,1.7
Spezia,Juventus,0,2,6,3.75,1.62
Roma,Verona,1,0,1.65,3.6,5.75
Torino,Cremonese,2,2,1.65,3.8,5.25
Empoli,Napoli,0,2,7,4.75,1.44
Lecce,Sassuolo,0,1,2.45,3.25,2.9
Bologna,Inter,1,0,5.5,3.75,1.7
Salernitana,Monza,3,0,3.6,3.3,2.05
Udinese,Spezia,2,2,1.62,3.8,5.75
Milan,Atalanta,2,0,2.15,3.4,3.4
Verona,Fiorentina,0,3,3.25,3.25,2.25
Lazio,Sampdoria,1,0,1.44,4.33,8
Cremonese,Roma,2,1,5.25,3.4,1.75
Juventus,Torino,4,2,1.73,3.4,5.5
Napoli,Lazio,0,1,1.65,3.8,5.25
Monza,Empoli,2,1,2.1,3.25,3.8
Atalanta,Udinese,0,0,1.62,4,5.5
Fiorentina,Milan,2,1,2.8,3.3,2.55
Spezia,Verona,0,0,2.7,3.1,2.8
Sampdoria,Salernitana,0,0,2.3,3.25,3.2
Inter,Lecce,2,0,1.36,4.75,9.5
Roma,Juventus,1,0,2.7,3,2.88
Sassuolo,Cremonese,3,2,1.8,3.6,4.5
Torino,Bologna,1,0,2.4,2.9,3.4
Spezia,Inter,2,1,8,4.6,1.4
Empoli,Udinese,0,1,3,3.25,2.4
Napoli,Atalanta,2,0,1.67,4,5
Bologna,Lazio,0,0,3.1,3.1,2.38
Lecce,Torino,0,2,3,3,2.63
Cremonese,Fiorentina,0,2,4.33,3.6,1.85
Verona,Monza,1,1,2.5,3.2,2.9
Roma,Sassuolo,3,4,1.67,3.6,5.5
Juventus,Sampdoria,4,2,1.33,4.75,10
Milan,Salernitana,1,1,1.25,6,11
Sassuolo,Spezia,1,0,1.7,3.75,4.5
Atalanta,Empoli,2,1,1.4,4.5,7.5
Monza,Cremonese,1,1,1.8,3.5,4.5
Salernitana,Bologna,2,2,3.4,3.25,2.2
Udinese,Milan,3,1,3.5,3.4,2.15
Sampdoria,Verona,3,1,2.88,3.1,2.45
Fiorentina,Lecce,1,0,1.6,3.75,5.75
Torino,Napoli,0,4,4.33,3.6,1.75
Lazio,Roma,1,0,2.75,3,2.75
Inter,Juventus,0,1,1.91,3.4,4
Cremonese,Atalanta,1,3,5.5,3.8,1.67
Inter,Fiorentina,0,1,1.75,3.8,4.5
Juventus,Verona,1,0,1.4,4.2,9
Bologna,Udinese,3,0,2.2,3.3,3.4
Monza,Lazio,0,2,3.8,3.3,2.05
Spezia,Salernitana,1,1,2.3,3.3,3.2
Roma,Sampdoria,3,0,1.44,4.2,9
Napoli,Milan,0,4,1.73,3.6,5
Empoli,Lecce,1,0,2.45,3.1,3.1
Sassuolo,Torino,1,1,2.4,3.3,3
Salernitana,Inter,1,1,7.5,4.5,1.45
Lecce,Napoli,1,2,5.75,3.6,1.65
Milan,Empoli,0,0,1.36,4.75,9
Udinese,Monza,2,2,2,3.5,3.8
Fiorentina,Spezia,1,1,1.4,4.5,8.5
Atalanta,Bologna,0,2,1.65,3.8,5.5
Sampdoria,Cremonese,2,3,2.38,3.25,3.2
Torino,Roma,0,1,3.4,3,2.38
Verona,Sassuolo,2,1,2.63,3.3,2.7
Lazio,Juventus,2,1,2.75,2.9,2.9
Cremonese,Empoli,1,0,2.45,3.3,2.88
Spezia,Lazio,0,3,5.25,3.6,1.7
Bologna,Milan,1,1,3.1,3.1,2.45
Napoli,Verona,0,0,1.53,4,6.5
Inter,Monza,0,1,1.44,4.5,7.5
Lecce,Sampdoria,1,1,1.95,3.2,4.33
Torino,Salernitana,1,1,1.73,3.5,5.25
Sassuolo,Juventus,1,0,3.8,3.5,2
Roma,Udinese,3,0,1.85,3.4,4.5
Fiorentina,Atalanta,1,1,2.4,3.4,2.9
Verona,Bologna,2,1,2.75,3,2.8
Salernitana,Sassuolo,3,0,3.1,3.5,2.25
Lazio,Torino,0,1,1.83,3.4,4.75
Sampdoria,Spezia,1,1,2.55,3.2,2.88
Empoli,Inter,0,3,6.5,4.2,1.53
Monza,Fiorentina,3,2,3.7,3.4,2.05
Udinese,Cremonese,3,0,1.7,3.8,5
Milan,Lecce,2,0,1.5,4.2,7
Juventus,Napoli,0,1,2.88,3.1,2.6
Atalanta,Roma,3,1,2.3,3.25,3.2
Lecce,Udinese,1,0,2.45,3,3.2
Spezia,Monza,0,2,2.8,3.3,2.55
Roma,Milan,1,1,2.75,3,2.75
Torino,Atalanta,1,2,2.88,3.3,2.45
Inter,Lazio,3,1,1.8,3.6,4.5
Cremonese,Verona,1,1,3,3.3,2.45
Napoli,Salernitana,1,1,1.22,6.5,12
Sassuolo,Empoli,2,1,1.75,3.8,4.5
Fiorentina,Sampdoria,5,0,1.33,5.25,9
Bologna,Juventus,1,1,3.4,3.3,2.2
Atalanta,Spezia,3,2,1.36,5,8
Juventus,Lecce,2,1,1.6,3.8,6
Salernitana,Fiorentina,3,3,4.75,3.75,1.73
Sampdoria,Torino,0,2,4.2,3.4,1.91
Lazio,Sassuolo,2,0,1.67,4,5
Milan,Cremonese,1,1,1.33,5,9.5
Monza,Roma,1,1,3.75,3.1,2.15
Verona,Inter,0,6,5.5,3.75,1.67
Empoli,Bologna,3,1,2.9,3.2,2.55
Udinese,Napoli,1,1,4.75,3.6,1.75
Milan,Lazio,2,0,1.95,3.4,4
Roma,Inter,0,2,3.1,3.1,2.45
Cremonese,Spezia,2,0,2.35,3.4,3
Atalanta,Juventus,0,2,2.3,3.4,3.1
Torino,Monza,1,1,2,3.3,4
Napoli,Fiorentina,1,0,1.8,3.8,4.33
Lecce,Verona,0,1,2.2,3,3.75
Empoli,Salernitana,2,1,2.2,3.1,3.6
Udinese,Sampdoria,2,0,1.5,4.33,6.5
Sassuolo,Bologna,1,1,2.3,3.5,3
Lazio,Lecce,2,2,1.7,3.5,5.5
Salernitana,Atalanta,1,0,4.75,4.2,1.65
Spezia,Milan,2,0,4.2,3.5,1.91
Inter,Sassuolo,4,2,1.4,5,7
Verona,Torino,0,1,2.4,3.1,3.2
Fiorentina,Udinese,2,0,1.95,3.6,3.8
Monza,Napoli,2,0,4.75,3.75,1.73
Bologna,Roma,0,0,3.1,3.1,2.45
Juventus,Cremonese,2,0,1.36,4.75,9
Sampdoria,Empoli,1,1,3.2,3.3,2.3
Sassuolo,Monza,1,2,2.15,3.6,3.2
Cremonese,Bologna,1,5,2.88,3.4,2.4
Atalanta,Verona,3,1,1.53,4.2,6
Milan,Sampdoria,5,1,1.17,7.5,17
Lecce,Spezia,0,0,2.2,3.1,3.6
Torino,Fiorentina,1,1,1.95,3.4,4.2
Napoli,Inter,3,1,2.9,3.3,2.45
Udinese,Lazio,0,1,3.8,3.4,2
Roma,Salernitana,2,2,1.45,4.2,7.5
Empoli,Juventus,4,1,5.5,3.75,1.65
Sampdoria,Sassuolo,2,2,3.8,4.1,1.83
Salernitana,Udinese,3,2,2.7,3.5,2.55
Spezia,Torino,0,4,2.38,3.25,3.1
Fiorentina,Roma,2,1,2.05,3.5,3.6
Inter,Atalanta,3,2,1.83,3.8,4
Verona,Empoli,1,1,1.7,3.8,5
Bologna,Napoli,2,2,3.4,3.3,2.2
Monza,Lecce,0,1,2.45,3.3,2.9
Lazio,Cremonese,3,2,1.22,6.5,12
Juventus,Milan,0,1,2.3,3.4,3.1
Sassuolo,Fiorentina,1,3,2.6,3.75,2.5
Torino,Inter,0,1,2.3,3.5,3
Cremonese,Salernitana,2,0,2.6,3.6,2.5
Empoli,Lazio,0,2,3.25,3.75,2.1
Napoli,Sampdoria,2,0,1.18,7,13
Atalanta,Monza,5,2,1.57,4.5,5
Lecce,Bologna,2,3,2.75,3.5,2.45
Milan,Verona,3,1,1.73,4,4.5
Roma,Spezia,2,1,1.95,3.6,3.8
Udinese,Juventus,0,1,3.8,3.5,1.95
Lyon,Ajaccio,2,1,1.33,5.25,8.5
Strasbourg,Monaco,1,2,2.62,3.25,2.75
Clermont,Paris SG,0,5,9.5,6.5,1.25
Toulouse,Nice,1,1,2.87,3.3,2.5
Angers,Nantes,0,0,2.7,3.25,2.7
Lens,Brest,3,2,1.57,4.33,5.25
Lille,Auxerre,4,1,1.7,4,4.5
Montpellier,Troyes,3,2,2.2,3.5,3.3
Rennes,Lorient,0,1,1.36,5.25,8.5
Marseille,Reims,4,1,1.57,4.2,5.5
Nantes,Lille,1,1,3,3.4,2.4
Monaco,Rennes,1,1,2.15,3.5,3.25
Paris SG,Montpellier,5,2,1.08,12,21
Ajaccio,Lens,0,0,3.2,3.25,2.3
Auxerre,Angers,2,2,2.2,3.25,3.5
Reims,Clermont,2,4,2.15,3.2,3.6
Troyes,Toulouse,0,3,2.7,3.2,2.7
Nice,Strasbourg,1,1,2.15,3.3,3.5
Brest,Marseille,1,1,4.2,3.8,1.83
Lyon,Troyes,4,1,1.28,5.75,9
Monaco,Lens,1,4,1.75,3.8,4.33
Marseille,Nantes,2,1,1.6,4.2,5.5
Strasbourg,Reims,1,1,1.75,3.5,4.75
Angers,Brest,1,3,2.3,3.25,3.2
Clermont,Nice,1,0,3.75,3.4,2.05
Montpellier,Auxerre,1,2,2.1,3.4,3.5
Toulouse,Lorient,2,2,2.05,3.5,3.6
Rennes,Ajaccio,2,1,1.4,4.75,8
Lille,Paris SG,1,7,6,4.75,1.5
Ajaccio,Lille,1,3,3.4,3.2,2.2
Auxerre,Strasbourg,1,0,3.5,3.6,2.05
Lens,Rennes,2,1,2.55,3.5,2.7
Nantes,Toulouse,3,1,2.37,3.3,3
Brest,Montpellier,0,7,1.9,3.6,4
Lorient,Clermont,2,1,2.05,3.4,3.8
Nice,Marseille,0,3,2.7,3.5,2.55
Troyes,Angers,3,1,2.45,3.3,2.9
Reims,Lyon,1,1,4.2,4,1.75
Paris SG,Monaco,1,1,1.18,8,13
Angers,Reims,2,4,2.45,3.3,2.87
Lyon,Auxerre,2,1,1.28,6,8.5
Monaco,Troyes,2,4,1.36,5.25,8
Montpellier,Ajaccio,2,0,2.1,3.3,3.6
Strasbourg,Nantes,1,1,1.85,3.6,4.2
Lens,Lorient,5,2,1.53,4,6.5
Lille,Nice,1,2,2,3.5,3.75
Marseille,Clermont,1,0,1.36,5,8.5
Rennes,Brest,3,1,1.45,4.75,6.5
Toulouse,Paris SG,0,3,13,7,1.2
Auxerre,Marseille,0,2,4.75,4,1.66
Lyon,Angers,5,0,1.28,5.75,10
Nantes,Paris SG,0,3,9.5,6.5,1.28
Montpellier,Lille,1,3,3.25,3.75,2.1
Ajaccio,Lorient,0,1,2.45,3.2,2.9
Brest,Strasbourg,1,1,2.8,3.4,2.45
Clermont,Toulouse,2,0,2.8,3.5,2.4
Reims,Lens,1,1,3.2,3.5,2.25
Troyes,Rennes,1,1,4.33,4,1.75
Nice,Monaco,0,1,2.7,3.6,2.37
Lorient,Lyon,3,1,4.5,4.5,1.65
Lens,Troyes,1,0,1.5,4.5,6
Paris SG,Brest,1,0,1.07,13,23
Marseille,Lille,2,1,1.95,3.75,3.75
Strasbourg,Clermont,0,0,1.66,3.75,5.5
Ajaccio,Nice,0,1,3.3,3,2.4
Angers,Montpellier,2,1,2.4,3.6,2.75
Lorient,Nantes,3,2,2.1,3.25,3.75
Toulouse,Reims,1,0,2.2,3.5,3.2
Rennes,Auxerre,5,0,1.4,4.75,8
Monaco,Lyon,2,1,2.5,3.5,2.7
Auxerre,Lorient,1,3,2.7,3.3,2.6
Montpellier,Strasbourg,2,1,2.45,3.6,2.7
Lille,Toulouse,2,1,1.75,3.9,4.5
Reims,Monaco,0,3,3.1,3.5,2.25
Brest,Ajaccio,0,1,2.05,3.3,4
Clermont,Troyes,1,3,2.25,3.4,3.2
Marseille,Rennes,1,1,2.05,3.6,3.6
Nice,Angers,0,1,1.61,4,5.5
Nantes,Lens,0,0,3.1,3.5,2.2
Lyon,Paris SG,0,1,4.5,4.75,1.61
Angers,Marseille,0,3,4.5,3.8,1.72
Strasbourg,Rennes,1,3,3,3.5,2.3
Paris SG,Nice,2,1,1.16,8.5,13
Lorient,Lille,2,1,2.87,3.6,2.37
Ajaccio,Clermont,1,3,2.2,3.1,3.6
Auxerre,Brest,1,1,2.7,3.5,2.55
Toulouse,Montpellier,4,2,1.85,3.8,3.75
Troyes,Reims,2,2,2.5,3.4,2.8
Monaco,Nantes,4,1,1.53,4.5,5.5
Lens,Lyon,1,0,2.5,3.8,2.55
Lyon,Toulouse,1,1,1.45,5,6
Marseille,Ajaccio,1,2,1.33,4.75,10
Reims,Paris SG,0,0,7,5.5,1.4
Montpellier,Monaco,0,2,3.6,4,1.9
Angers,Strasbourg,2,3,2.62,3.4,2.6
Brest,Lorient,1,2,2.3,3.5,3
Clermont,Auxerre,2,1,2.1,3.5,3.5
Nice,Troyes,3,2,1.72,3.6,5
Rennes,Nantes,3,0,1.5,4.33,6
Lille,Lens,1,0,2.45,3.6,2.7
Strasbourg,Lille,0,3,3.1,3.3,2.37
Lorient,Reims,0,0,2.25,3.4,3.25
Lens,Montpellier,1,0,1.4,5,7
Toulouse,Angers,3,2,1.83,3.8,4
Auxerre,Nice,1,1,3.6,3.5,2.05
Nantes,Brest,4,1,2.2,3.3,3.4
Rennes,Lyon,3,2,2.3,3.7,2.87
Troyes,Ajaccio,1,1,2.15,3.2,3.6
Monaco,Clermont,1,1,1.36,5.25,8
Paris SG,Marseille,1,0,1.36,5.5,7.5
Ajaccio,Paris SG,0,3,9,5.5,1.3
Montpellier,Lyon,1,2,4,3.8,1.85
Marseille,Lens,0,1,2.15,3.5,3.3
Angers,Rennes,1,2,4,4,1.83
Clermont,Brest,1,3,2.37,3.4,3
Reims,Auxerre,2,1,1.83,3.6,4.2
Toulouse,Strasbourg,2,2,2.2,3.5,3.2
Troyes,Lorient,2,2,2.3,3.5,3
Nice,Nantes,1,1,1.85,3.5,4.33
Lille,Monaco,4,3,2.45,3.7,2.7
Lens,Toulouse,3,0,1.55,4.5,5.5
Paris SG,Troyes,4,3,1.09,11,23
Strasbourg,Marseille,2,2,2.9,3.5,2.37
Auxerre,Ajaccio,1,0,2.6,3.1,2.9
Brest,Reims,0,0,2.62,3.3,2.7
Monaco,Angers,2,0,1.4,5.25,7
Nantes,Clermont,1,1,2,3.75,3.6
Rennes,Montpellier,3,0,1.33,5.5,8
Lorient,Nice,1,2,2.45,3.4,2.87
Lyon,Lille,1,0,2,3.75,3.5
Troyes,Auxerre,1,1,1.95,3.6,3.8
Ajaccio,Strasbourg,4,2,2.8,3.2,2.62
Angers,Lens,1,2,5,4,1.66
Lorient,Paris SG,1,2,9.5,6.5,1.28
Clermont,Montpellier,1,1,2.37,3.5,2.9
Nice,Brest,1,0,1.8,3.75,4.33
Reims,Nantes,1,0,2.05,3.5,3.4
Toulouse,Monaco,0,2,3.2,3.8,2.1
Lille,Rennes,1,1,2.45,3.6,2.75
Marseille,Lyon,1,0,2.2,3.5,3.2
