HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A
Wolfsburg,Stuttgart,2,0,1.66,3.75,5.5
Bayern Munich,RB Leipzig,1,0,1.36,5.25,8
Freiburg,Hannover,1,1,1.85,3.6,4
Mainz,Ein Frankfurt,2,2,3.2,3.5,2.2
Schalke 04,Leverkusen,1,2,2.4,3.5,2.9
Werder Bremen,Hoffenheim,1,1,3.1,4.2,2.04
Dortmund,M'gladbach,2,1,1.5,4.5,5.75
Ein Frankfurt,Bayern Munich,0,3,5.75,4.75,1.5
Hannover,Fortuna Dusseldorf,0,1,2.2,3.4,3.3
Leverkusen,Hertha,3,1,1.72,4,4.5
Nurnberg,Freiburg,0,1,2.62,3.3,2.7
RB Leipzig,Werder Bremen,3,2,1.44,4.5,7
Stuttgart,Schalke 04,1,3,3.2,3.3,2.3
Augsburg,Wolfsburg,2,3,2.6,3.3,2.75
Hoffenheim,Mainz,1,1,1.44,4.5,6.5
Hoffenheim,Bayern Munich,1,3,6,5,1.44
Augsburg,Fortuna Dusseldorf,1,2,1.9,3.6,4
Ein Frankfurt,Freiburg,3,1,1.65,4,5.25
Hannover,Werder Bremen,0,1,3.25,3.6,2.15
Leverkusen,M'gladbach,0,1,2,3.7,3.6
RB Leipzig,Dortmund,0,1,2.5,3.5,2.75
Stuttgart,Mainz,2,3,2.4,3.3,2.9
Nurnberg,Hertha,1,3,3.5,3.4,2.1
Schalke 04,Wolfsburg,2,1,2.2,3.3,3.4
Hertha,Schalke 04,2,2,2.5,3.25,2.87
Dortmund,Hannover,5,1,1.16,7.5,15
Freiburg,Hoffenheim,2,4,3.5,4,1.95
Mainz,Nurnberg,2,1,1.66,3.8,5.25
M'gladbach,Augsburg,2,0,1.66,4,5
Werder Bremen,Ein Frankfurt,2,2,2.55,3.5,2.7
Wolfsburg,Leverkusen,0,3,2.62,3.5,2.6
Bayern Munich,Stuttgart,4,1,1.08,13,21
Fortuna Dusseldorf,RB Leipzig,0,4,4,3.6,1.9
Hannover,RB Leipzig,0,3,5.5,4.33,1.53
Ein Frankfurt,Dortmund,1,1,3.3,3.6,2.15
Hertha,Wolfsburg,0,1,2.3,3.3,3.25
Hoffenheim,Fortuna Dusseldorf,1,1,1.44,4.5,6.5
Leverkusen,Bayern Munich,3,1,5.5,4.5,1.55
Nurnberg,Werder Bremen,1,1,3.75,3.6,2
Schalke 04,M'gladbach,0,2,2.4,3.4,3
Augsburg,Mainz,3,0,2.1,3.5,3.4
Stuttgart,Freiburg,2,2,2.15,3.4,3.4
Mainz,Leverkusen,1,5,3.8,3.8,1.9
Bayern Munich,Schalke 04,3,1,1.2,7,13
Dortmund,Hoffenheim,3,3,1.66,4.2,4.75
Freiburg,Wolfsburg,3,3,2.87,3.4,2.45
Hannover,Nurnberg,2,0,2.2,3.4,3.25
M'gladbach,Hertha,0,3,1.57,4.2,5.5
RB Leipzig,Ein Frankfurt,0,0,1.83,4,4
Fortuna Dusseldorf,Stuttgart,3,0,2.1,3.5,3.5
Werder Bremen,Augsburg,4,0,1.72,3.8,4.5
Augsburg,Bayern Munich,2,3,15,6,1.2
Hertha,Werder Bremen,1,1,2.4,3.5,2.9
Hoffenheim,Hannover,3,0,1.3,6,8.5
Schalke 04,Freiburg,0,0,1.7,3.75,5.25
Stuttgart,RB Leipzig,1,3,5.25,4,1.65
Wolfsburg,Mainz,3,0,1.72,4,4.5
Ein Frankfurt,M'gladbach,1,1,2.3,3.6,3
Leverkusen,Fortuna Dusseldorf,2,0,1.44,4.75,6.5
Nurnberg,Dortmund,0,0,7.5,5,1.4
Werder Bremen,Stuttgart,1,1,1.53,4.33,5.75
Bayern Munich,Hertha,1,0,1.18,7,17
Fortuna Dusseldorf,Nurnberg,2,1,1.72,3.75,5
Freiburg,Augsburg,5,1,2.15,3.5,3.3
Mainz,Schalke 04,3,0,2.8,3.4,2.5
M'gladbach,Wolfsburg,0,3,1.75,3.8,4.75
Dortmund,Leverkusen,3,2,1.8,4.2,4
Hannover,Ein Frankfurt,0,3,4.75,3.75,1.75
RB Leipzig,Hoffenheim,1,1,1.8,4,4
Augsburg,Dortmund,2,1,5.75,4.5,1.53
Ein Frankfurt,Hoffenheim,3,2,2.37,3.75,2.8
Hertha,Mainz,2,1,1.85,3.6,4.33
Leverkusen,Freiburg,2,0,1.44,4.5,7.5
M'gladbach,Bayern Munich,1,5,5.5,4.5,1.57
Nurnberg,RB Leipzig,0,1,6.5,4.33,1.5
Schalke 04,Fortuna Dusseldorf,0,4,1.83,3.75,4.2
Stuttgart,Hannover,5,1,1.72,4,4.5
Wolfsburg,Werder Bremen,1,1,2.15,3.5,3.3
Werder Bremen,Schalke 04,4,2,2.05,3.5,3.6
Bayern Munich,Wolfsburg,6,0,1.25,6.5,10
Dortmund,Stuttgart,3,1,1.28,5.5,11
Freiburg,Hertha,2,1,2.55,3.25,2.87
Mainz,M'gladbach,0,1,3.3,3.4,2.2
RB Leipzig,Augsburg,0,0,1.36,5,8.5
Hannover,Leverkusen,2,3,8.5,5.75,1.3
Hoffenheim,Nurnberg,2,1,1.25,5.75,12
Fortuna Dusseldorf,Ein Frankfurt,0,3,2.75,3.4,2.55
M'gladbach,Freiburg,1,1,1.53,3.9,6.25
Augsburg,Hannover,3,1,1.61,4.33,5
Hertha,Dortmund,2,3,4.2,3.75,1.85
Schalke 04,RB Leipzig,0,1,3.75,3.6,2
Stuttgart,Hoffenheim,1,1,3.7,4,1.85
Wolfsburg,Fortuna Dusseldorf,5,2,1.75,3.75,4.75
Bayern Munich,Mainz,6,0,1.12,9,17
Ein Frankfurt,Nurnberg,1,0,1.4,5,7.5
Leverkusen,Werder Bremen,1,3,1.6,4.2,5.25
Hoffenheim,Leverkusen,4,1,2.37,3.8,2.7
Dortmund,Wolfsburg,2,0,1.5,4.33,6.5
Fortuna Dusseldorf,M'gladbach,3,1,3,3.5,2.3
Freiburg,Bayern Munich,1,1,12,6.5,1.22
Nurnberg,Augsburg,3,0,2.87,3.3,2.5
RB Leipzig,Hertha,5,0,1.5,4.33,6.5
Werder Bremen,Mainz,3,1,1.61,4.33,5
Ein Frankfurt,Stuttgart,3,0,1.44,5,6.5
Hannover,Schalke 04,0,1,4.5,3.6,1.8
Mainz,Freiburg,5,0,2.2,3.3,3.4
Bayern Munich,Dortmund,5,0,1.53,4.75,5.25
Hertha,Fortuna Dusseldorf,1,2,1.9,3.6,4
Leverkusen,RB Leipzig,2,4,2.3,3.75,2.9
Schalke 04,Ein Frankfurt,1,2,3.3,3.5,2.15
Stuttgart,Nurnberg,1,1,1.8,3.75,4.5
Wolfsburg,Hannover,3,1,1.33,5.5,8.5
Augsburg,Hoffenheim,0,4,3.6,4.33,1.83
M'gladbach,Werder Bremen,1,1,2.05,3.6,3.4
Nurnberg,Schalke 04,1,1,3.4,3.25,2.25
Dortmund,Mainz,2,1,1.3,5.75,9.5
Hannover,M'gladbach,0,1,5.25,4.33,1.6
RB Leipzig,Wolfsburg,2,0,1.57,4.2,5.75
Stuttgart,Leverkusen,0,1,4.2,4.2,1.75
Werder Bremen,Freiburg,2,1,1.6,4,5.75
Ein Frankfurt,Augsburg,1,3,1.45,4.5,6.5
Fortuna Dusseldorf,Bayern Munich,1,4,12,7.5,1.18
Hoffenheim,Hertha,2,0,1.4,5,6.5
Augsburg,Stuttgart,6,0,2.05,3.5,3.6
Bayern Munich,Werder Bremen,1,0,1.14,8,19
Leverkusen,Nurnberg,2,0,1.3,5.75,9.5
Mainz,Fortuna Dusseldorf,3,1,2.1,3.6,3.4
M'gladbach,RB Leipzig,1,2,3,3.75,2.25
Schalke 04,Hoffenheim,2,5,3.6,4,1.9
Freiburg,Dortmund,0,4,6,4.33,1.53
Hertha,Hannover,0,0,1.53,4.33,6
Wolfsburg,Ein Frankfurt,1,1,2.55,3.6,2.55
Augsburg,Leverkusen,1,4,4.5,4.33,1.66
Dortmund,Schalke 04,2,4,1.3,5.5,9
Ein Frankfurt,Hertha,0,0,1.4,4.75,7
Fortuna Dusseldorf,Werder Bremen,4,1,3.2,3.4,2.2
Hannover,Mainz,1,0,3,3.4,2.3
RB Leipzig,Freiburg,2,1,1.25,5.5,12
Stuttgart,M'gladbach,1,0,3.5,3.5,2.05
Hoffenheim,Wolfsburg,1,4,1.45,4.75,6
Nurnberg,Bayern Munich,1,1,15,8,1.14
Mainz,RB Leipzig,3,3,4.5,4.2,1.7
Bayern Munich,Hannover,3,1,1.03,21,34
Hertha,Stuttgart,3,1,2.2,3.6,3.1
M'gladbach,Hoffenheim,2,2,2.7,4,2.3
Werder Bremen,Dortmund,2,2,3.25,3.75,2.05
Wolfsburg,Nurnberg,2,0,1.57,4.33,5.5
Freiburg,Fortuna Dusseldorf,1,1,2.1,3.75,3.2
Leverkusen,Ein Frankfurt,6,1,1.61,4.5,5
Schalke 04,Augsburg,0,0,1.8,3.8,4.33
Augsburg,Hertha,3,4,2.4,3.6,2.8
Dortmund,Fortuna Dusseldorf,3,2,1.3,6,8.5
Hannover,Freiburg,3,0,2.62,3.75,2.5
Hoffenheim,Werder Bremen,0,1,1.44,5.25,6
Leverkusen,Schalke 04,1,1,1.33,5.75,8
Nurnberg,M'gladbach,0,4,3.8,4,1.85
RB Leipzig,Bayern Munich,0,0,5,4,1.66
Stuttgart,Wolfsburg,3,0,3.2,3.5,2.2
Ein Frankfurt,Mainz,0,2,1.6,4.2,5.25
Bayern Munich,Ein Frankfurt,5,1,1.25,6.5,10
Fortuna Dusseldorf,Hannover,2,1,1.55,4.2,6
Freiburg,Nurnberg,5,1,1.75,4,4.33
Hertha,Leverkusen,1,5,7,4.5,1.44
Mainz,Hoffenheim,4,2,4.2,4.75,1.65
M'gladbach,Dortmund,0,2,2.9,4,2.2
Schalke 04,Stuttgart,0,0,1.61,4.2,5.25
Werder Bremen,RB Leipzig,2,1,2.5,4,2.5
Wolfsburg,Augsburg,8,1,1.4,4.75,8
Betis,Levante,0,3,1.66,4,5
Girona,Valladolid,0,0,1.75,3.6,5
Barcelona,Alaves,3,0,1.11,10,21
Celta,Espanol,1,1,1.85,3.5,4.5
Villarreal,Sociedad,1,2,2.04,3.4,3.8
Eibar,Huesca,1,2,1.66,3.75,5.5
Real Madrid,Getafe,2,0,1.2,7,13
Vallecano,Sevilla,1,4,3.25,3.6,2.14
Ath Bilbao,Leganes,2,1,1.75,3.3,5.5
Valencia,Ath Madrid,1,1,3,3.2,2.5
Getafe,Eibar,2,0,1.95,3.2,4.33
Leganes,Sociedad,2,2,3.5,3.3,2.1
Alaves,Betis,0,0,2.8,3.25,2.6
Ath Madrid,Vallecano,1,0,1.16,7,21
Valladolid,Barcelona,0,1,17,7.5,1.16
Espanol,Valencia,2,0,3.25,3.2,2.37
Girona,Real Madrid,1,4,8,5.5,1.36
Sevilla,Villarreal,0,0,1.72,4.2,4.33
Ath Bilbao,Huesca,2,2,1.61,3.6,6.5
Levante,Celta,1,2,2.4,3.25,3
Eibar,Sociedad,2,1,2.75,3.25,2.62
Getafe,Valladolid,0,0,1.9,3.2,4.75
Villarreal,Girona,0,1,1.57,4,6
Celta,Ath Madrid,2,0,5.5,3.4,1.75
Real Madrid,Leganes,4,1,1.12,9,21
Alaves,Espanol,2,1,2.9,3.1,2.54
Barcelona,Huesca,8,2,1.08,11,29
Betis,Sevilla,1,0,2.8,3.5,2.45
Levante,Valencia,2,2,3.75,3.4,2
Huesca,Vallecano,0,1,2.14,3.5,3.4
Ath Bilbao,Real Madrid,1,1,6,4.33,1.53
Ath Madrid,Eibar,1,1,1.36,4.33,12
Sociedad,Barcelona,1,2,7,5.25,1.4
Valencia,Betis,0,0,1.75,3.75,4.75
Espanol,Levante,1,0,1.72,3.6,5.25
Leganes,Villarreal,0,1,3,3.1,2.54
Sevilla,Getafe,0,2,1.55,4,7
Valladolid,Alaves,0,1,2.2,3.1,3.6
Girona,Celta,3,2,2.4,3.3,3
Huesca,Sociedad,0,1,3.6,3.4,2.1
Celta,Valladolid,3,3,1.75,3.5,5.25
Eibar,Leganes,1,0,2.04,3.2,4
Getafe,Ath Madrid,0,2,5,3.3,1.8
Real Madrid,Espanol,1,0,1.18,7,15
Vallecano,Alaves,1,5,2.04,3.4,3.6
Barcelona,Girona,2,2,1.08,11,21
Betis,Ath Bilbao,2,2,2.14,3.3,3.6
Levante,Sevilla,2,6,3.5,3.6,2.04
Villarreal,Valencia,0,0,2.25,3.25,3.3
Ath Madrid,Huesca,3,0,1.22,6,15
Espanol,Eibar,1,0,1.9,3.3,4.5
Sociedad,Vallecano,2,2,1.61,4,5.5
Ath Bilbao,Villarreal,0,3,2.25,3.3,3.3
Leganes,Barcelona,2,1,12,6,1.25
Sevilla,Real Madrid,3,0,4.33,4.2,1.72
Valencia,Celta,1,1,1.66,4,4.75
Alaves,Getafe,1,1,2.8,3,2.75
Girona,Betis,0,1,2.5,3.3,2.87
Valladolid,Levante,2,1,2.04,3.5,3.6
Vallecano,Espanol,2,2,2.8,3.3,2.6
Barcelona,Ath Bilbao,1,1,1.16,7.5,17
Eibar,Sevilla,1,3,3.3,3.4,2.2
Real Madrid,Ath Madrid,0,0,2,3.5,3.75
Sociedad,Valencia,0,1,2.2,3.4,3.2
Betis,Leganes,1,0,1.64,3.8,5.5
Huesca,Girona,1,1,2.5,3.3,2.9
Levante,Alaves,2,1,2.14,3.5,3.3
Villarreal,Valladolid,0,1,1.53,4,6.5
Celta,Getafe,1,1,2,3.5,3.8
Ath Bilbao,Sociedad,1,3,2.04,3.4,3.8
Alaves,Real Madrid,1,0,9,4.75,1.36
Getafe,Levante,0,1,1.72,3.6,5.25
Girona,Eibar,2,3,2.1,3.2,3.8
Leganes,Vallecano,1,0,2,3.3,4
Ath Madrid,Betis,1,0,1.44,4,9
Espanol,Villarreal,3,1,2.25,3.2,3.4
Sevilla,Celta,2,1,1.53,4.33,6
Valencia,Barcelona,1,1,4.75,4.2,1.64
Valladolid,Huesca,1,0,1.9,3.5,4.2
Celta,Alaves,0,1,1.66,4,5
Barcelona,Sevilla,4,2,1.33,6,7.5
Real Madrid,Levante,1,2,1.14,8.5,19
Valencia,Leganes,1,1,1.5,4,7.5
Villarreal,Ath Madrid,1,1,3.8,3.1,2.14
Betis,Valladolid,0,1,1.61,3.8,6
Eibar,Ath Bilbao,1,1,2.7,3.2,2.75
Huesca,Espanol,0,2,3.5,3.3,2.14
Vallecano,Getafe,1,2,2.9,3.3,2.5
Sociedad,Girona,0,0,1.72,3.75,5
Vallecano,Ath Bilbao,1,1,3.3,3.3,2.25
Valladolid,Espanol,1,1,3.4,3.1,2.25
Ath Bilbao,Valencia,0,0,2.5,3.3,2.87
Ath Madrid,Sociedad,2,0,1.53,3.8,7.5
Celta,Eibar,4,0,2.14,3.3,3.6
Girona,Vallecano,2,1,1.85,3.5,4.5
Levante,Leganes,2,0,2.1,3.25,3.75
Alaves,Villarreal,2,1,3,3.2,2.5
Barcelona,Real Madrid,5,1,1.95,3.8,3.6
Getafe,Betis,2,0,2.4,3.1,3.25
Sevilla,Huesca,2,1,1.22,6.5,13
Leganes,Ath Madrid,1,1,5.75,3.4,1.72
Real Madrid,Valladolid,2,0,1.16,8,15
Valencia,Girona,0,1,1.5,4,7.5
Vallecano,Barcelona,2,3,9.5,6,1.28
Betis,Celta,3,3,1.8,3.8,4.5
Eibar,Alaves,2,1,2.04,3.3,3.9
Huesca,Getafe,1,1,3.6,3.3,2.1
Sociedad,Sevilla,0,0,2.75,3.5,2.45
Villarreal,Levante,1,1,1.55,4,6
Espanol,Ath Bilbao,1,0,2,3.3,4
Levante,Sociedad,1,3,2.62,3.4,2.62
Ath Madrid,Ath Bilbao,3,2,1.44,4,9
Getafe,Valencia,0,1,2.75,3.1,2.75
Girona,Leganes,0,0,2.04,3.2,3.75
Valladolid,Eibar,0,0,2.3,3.3,3.25
Alaves,Huesca,2,1,1.8,3.6,4.33
Barcelona,Betis,3,4,1.18,7,13
Celta,Real Madrid,2,4,5,4.5,1.55
Sevilla,Espanol,2,1,1.75,3.6,4.5
Vallecano,Villarreal,2,2,3.1,3.4,2.25
Leganes,Alaves,1,0,2.2,3.1,3.6
Ath Madrid,Barcelona,1,1,3,3.3,2.37
Eibar,Real Madrid,3,0,6,4.33,1.53
Huesca,Levante,2,2,2.25,3.4,3.25
Valencia,Vallecano,3,0,1.44,4.5,7.5
Ath Bilbao,Getafe,1,1,2.04,3.3,3.9
Espanol,Girona,1,3,1.66,3.6,5.75
Sevilla,Valladolid,1,0,1.4,4.75,8
Villarreal,Betis,2,1,2.14,3.4,3.4
Sociedad,Celta,2,1,1.85,3.75,4.2
Vallecano,Eibar,1,0,3.1,3.3,2.3
Celta,Huesca,2,0,1.64,4,5
Getafe,Espanol,3,0,2.4,2.87,3.4
Real Madrid,Valencia,2,0,1.44,4.75,7
Valladolid,Leganes,2,4,2.37,3.1,3.3
Alaves,Sevilla,1,1,3.6,3.6,2
Barcelona,Villarreal,2,0,1.25,6.5,11
Betis,Sociedad,1,0,2.2,3.3,3.4
Girona,Ath Madrid,1,1,5.5,3.4,1.75
Levante,Ath Bilbao,3,0,2.75,3.4,2.54
Leganes,Getafe,1,1,2.62,2.9,3
Ath Madrid,Alaves,3,0,1.36,4.5,10
Espanol,Barcelona,0,4,6.5,4.33,1.5
Valencia,Sevilla,1,1,2.2,3.5,3.2
Villarreal,Celta,2,3,1.72,3.8,4.75
Betis,Vallecano,2,0,1.53,4.33,6
Eibar,Levante,4,4,1.75,3.8,4.5
Huesca,Real Madrid,0,1,10,5.5,1.3
Sociedad,Valladolid,1,2,1.61,3.6,6.5
Ath Bilbao,Girona,1,0,1.95,3.4,4
Celta,Leganes,0,0,1.85,3.5,4.33
Eibar,Valencia,1,1,2.7,3.2,2.7
Getafe,Sociedad,1,0,2.25,3.1,3.5
Real Madrid,Vallecano,1,0,1.14,9,15
Valladolid,Ath Madrid,2,3,5.75,3.4,1.72
Espanol,Betis,1,3,2.4,3.3,3
Huesca,Villarreal,2,2,3.5,3.2,2.14
Levante,Barcelona,0,5,9,6.5,1.25
Sevilla,Girona,2,0,1.44,4.5,7
Alaves,Ath Bilbao,0,0,3,3.2,2.5
Girona,Getafe,1,1,2.62,3,2.9
Sociedad,Alaves,0,1,1.75,3.5,5
Ath Bilbao,Valladolid,1,1,1.75,3.4,5
Ath Madrid,Espanol,1,0,1.4,4,10
Barcelona,Celta,2,0,1.12,9,21
Betis,Eibar,1,1,1.8,3.75,4.5
Leganes,Sevilla,1,1,3.4,3.2,2.25
Valencia,Huesca,2,1,1.4,4.75,8
Vallecano,Levante,2,1,2.1,3.6,3.4
Villarreal,Real Madrid,2,2,3.8,3.8,1.85
Espanol,Leganes,1,0,2,3.3,4.2
Levante,Girona,2,2,2.15,3.5,3.3
Alaves,Valencia,2,1,3.1,3.1,2.4
Huesca,Betis,2,1,3.2,3.5,2.2
Valladolid,Vallecano,0,1,2.1,3.4,3.6
Eibar,Villarreal,0,0,2.1,3.25,3.5
Getafe,Barcelona,1,2,8,5.25,1.36
Real Madrid,Sociedad,0,2,1.33,6,7.5
Sevilla,Ath Madrid,1,1,2.8,3.1,2.7
Celta,Ath Bilbao,1,2,2.4,3.3,3
Vallecano,Celta,4,2,2.5,3.4,2.8
Girona,Alaves,1,1,2.1,3.1,4
Leganes,Huesca,1,0,1.95,3.25,4.33
Valencia,Valladolid,1,1,1.53,4,7
Villarreal,Getafe,1,2,2.15,3.1,3.8
Ath Bilbao,Sevilla,2,0,2.75,3.2,2.7
Ath Madrid,Levante,1,0,1.25,6,12
Barcelona,Eibar,3,0,1.12,9,21
Betis,Real Madrid,1,2,3.25,3.75,2.1
Sociedad,Espanol,3,2,2,3.3,4
Getafe,Alaves,4,0,2,3.1,4.5
Celta,Valencia,1,2,3.1,3.2,2.4
Huesca,Ath Madrid,0,3,5.75,3.6,1.66
Real Madrid,Sevilla,2,0,1.7,4.2,4.5
Barcelona,Leganes,3,1,1.12,9,21
Betis,Girona,3,2,1.61,3.75,6
Levante,Valladolid,2,0,2.1,3.5,3.5
Vallecano,Sociedad,2,2,2.87,3.3,2.5
Villarreal,Ath Bilbao,1,1,2.2,3.3,3.4
Eibar,Espanol,3,0,2.1,3.1,4
Ath Madrid,Getafe,2,0,1.53,3.6,8
Leganes,Eibar,2,2,2.62,3,3
Sevilla,Levante,5,0,1.53,4.33,6
Valencia,Villarreal,3,0,1.83,3.6,4.5
Ath Bilbao,Betis,1,0,2.1,3.3,3.5
Espanol,Real Madrid,2,4,4.2,4,1.8
Girona,Barcelona,0,2,10,5.25,1.33
Sociedad,Huesca,0,0,1.61,3.75,6
Valladolid,Celta,2,1,2.4,3.2,3.1
Alaves,Vallecano,0,1,2.15,3.3,3.5
Huesca,Valladolid,4,0,2.25,3.25,3.4
Barcelona,Valencia,2,2,1.28,5.75,11
Celta,Sevilla,1,0,3.75,3.6,2
Levante,Getafe,0,0,2.37,3.25,3.1
Sociedad,Ath Bilbao,2,1,2.35,3.3,3.2
Betis,Ath Madrid,1,0,4,3.2,2.05
Eibar,Girona,3,0,1.66,4,5
Real Madrid,Alaves,3,0,1.2,6.5,15
Villarreal,Espanol,2,2,1.8,3.75,4.5
Vallecano,Leganes,1,2,2.37,3.25,3.1
Valladolid,Villarreal,0,0,2.9,3.3,2.4
Ath Madrid,Real Madrid,1,3,2.37,3.25,3.1
Espanol,Vallecano,2,1,1.8,3.6,4.5
Getafe,Celta,3,1,1.9,3.4,4.33
Girona,Huesca,0,2,2,3.3,4
Ath Bilbao,Barcelona,0,0,4.75,4,1.7
Leganes,Betis,3,0,2.25,3,3.6
Sevilla,Eibar,2,2,1.66,4,5
Valencia,Sociedad,0,0,1.83,3.5,4.5
Alaves,Levante,2,0,2,3.4,3.8
Eibar,Getafe,2,2,2.05,3.3,4
Barcelona,Valladolid,1,0,1.14,9,15
Celta,Levante,1,4,1.8,3.8,4.5
Sociedad,Leganes,3,0,2.05,3.1,4.2
Vallecano,Ath Madrid,0,1,6,3.5,1.65
Betis,Alaves,1,1,1.72,3.5,5.25
Real Madrid,Girona,1,2,1.16,8,15
Valencia,Espanol,0,0,1.72,3.7,4.8
Villarreal,Sevilla,3,0,2.5,3.4,2.8
Huesca,Ath Bilbao,0,1,3.1,3.1,2.5
Espanol,Huesca,1,1,1.72,3.6,5
Alaves,Celta,0,0,2.3,3.3,3.2
Ath Bilbao,Eibar,1,0,2.1,3.25,3.8
Getafe,Vallecano,2,1,1.7,3.6,5.5
Sevilla,Barcelona,2,4,3.5,4,1.95
Ath Madrid,Villarreal,2,0,1.57,3.75,7
Leganes,Valencia,1,1,2.8,3.1,2.7
Levante,Real Madrid,1,2,5.25,4.75,1.53
Valladolid,Betis,0,2,2.7,3.2,2.75
Girona,Sociedad,0,0,2.37,3.2,3
Vallecano,Girona,0,2,2.25,3.4,3.2
Espanol,Valladolid,3,1,1.8,3.6,4.75
Huesca,Sevilla,2,1,3.8,3.6,1.95
Real Madrid,Barcelona,0,1,2.75,3.7,2.45
Villarreal,Alaves,1,2,1.66,3.75,5.5
Betis,Getafe,1,2,2.3,3,3.4
Eibar,Celta,1,0,1.72,3.8,4.75
Sociedad,Ath Madrid,0,2,4,3.25,2.05
Valencia,Ath Bilbao,2,0,2,3.3,4
Leganes,Levante,1,0,1.95,3.4,4.2
Ath Bilbao,Espanol,1,1,1.66,3.6,6
Alaves,Eibar,1,1,2.9,3.2,2.55
Ath Madrid,Leganes,1,0,1.45,4.2,10
Barcelona,Vallecano,3,1,1.16,8,15
Getafe,Huesca,2,1,1.61,3.6,6.5
Celta,Betis,0,1,2.5,3.3,2.9
Girona,Valencia,2,3,3.3,3.2,2.35
Levante,Villarreal,0,2,2.9,3.3,2.5
Sevilla,Sociedad,5,2,1.66,4.2,4.75
Valladolid,Real Madrid,1,4,5,4.33,1.61
Sociedad,Levante,1,1,1.8,3.75,4.5
Ath Bilbao,Ath Madrid,2,0,3.9,3,2.2
Huesca,Alaves,1,3,2.45,3.2,3
Leganes,Girona,0,2,2.15,3.2,3.7
Real Madrid,Celta,2,0,1.18,7.5,13
Betis,Barcelona,1,4,7,5,1.4
Eibar,Valladolid,1,2,1.66,3.8,5.5
Espanol,Sevilla,0,1,2.4,3.5,2.9
Valencia,Getafe,0,0,2,3.3,4
Villarreal,Vallecano,3,1,1.6,4.2,5.5
Girona,Ath Bilbao,1,2,2.87,2.9,2.7
Alaves,Ath Madrid,0,4,5.5,3.4,1.75
Barcelona,Espanol,2,0,1.14,9,15
Celta,Villarreal,3,2,2.5,3.3,2.75
Getafe,Leganes,0,2,1.95,3.2,4.5
Levante,Eibar,2,2,2.8,3.5,2.45
Real Madrid,Huesca,3,2,1.11,10,19
Sevilla,Valencia,0,1,2.05,3.5,3.6
Valladolid,Sociedad,1,1,2.6,3,3
Vallecano,Betis,1,1,2.75,3.5,2.45
Ath Madrid,Girona,2,0,1.36,4.5,10
Espanol,Getafe,1,1,2.4,3.1,3.2
Villarreal,Barcelona,4,4,5.25,4.2,1.61
Ath Bilbao,Levante,3,2,1.61,4,5.5
Eibar,Vallecano,2,1,1.61,4,5.5
Huesca,Celta,3,3,2.62,3.5,2.62
Valencia,Real Madrid,2,1,3.3,3.6,2.15
Leganes,Valladolid,1,0,1.9,3.3,4.5
Sevilla,Alaves,2,0,1.5,4.33,6.5
Sociedad,Betis,2,1,2.25,3.3,3.3
Barcelona,Ath Madrid,2,0,1.75,3.6,5
Girona,Espanol,1,2,2.5,3.2,3
Real Madrid,Eibar,2,1,1.3,5.5,9.5
Vallecano,Valencia,2,0,4.2,3.5,1.9
Alaves,Leganes,1,1,2.5,3,3.1
Betis,Villarreal,2,1,2.2,3.4,3.3
Celta,Sociedad,3,1,2.4,3.3,3
Getafe,Ath Bilbao,1,0,2.3,3,3.5
Levante,Huesca,2,2,1.95,3.6,3.8
Valladolid,Sevilla,0,2,3.5,3.4,2.05
Ath Madrid,Celta,2,0,1.36,4.75,9
Espanol,Alaves,2,1,1.8,3.5,4.75
Huesca,Barcelona,0,0,4.75,4.2,1.65
Sevilla,Betis,3,2,1.66,4,5
Ath Bilbao,Vallecano,3,2,1.6,4,5.5
Girona,Villarreal,0,1,2.5,3.25,2.8
Sociedad,Eibar,1,1,2.2,3.5,3.25
Valencia,Levante,3,1,1.5,4.75,5.5
Valladolid,Getafe,2,2,3.2,2.9,2.55
Leganes,Real Madrid,1,1,5.25,4.2,1.6
Alaves,Valladolid,2,2,2.1,3.2,3.75
Barcelona,Sociedad,2,1,1.22,6.5,13
Celta,Girona,2,1,2,3.75,3.5
Eibar,Ath Madrid,0,1,3.2,3.1,2.4
Vallecano,Huesca,0,0,2.05,3.75,3.4
Betis,Valencia,1,2,3,3.3,2.4
Getafe,Sevilla,3,0,3.1,3.4,2.3
Levante,Espanol,2,2,2.3,3.5,3
Real Madrid,Ath Bilbao,3,0,1.45,4.33,7
Villarreal,Leganes,2,1,1.72,3.5,5
Alaves,Barcelona,0,2,7,5.25,1.4
Huesca,Eibar,2,0,2.25,3.5,3
Valladolid,Girona,1,0,2.3,3.3,3.25
Ath Madrid,Valencia,3,2,1.8,3.4,5
Espanol,Celta,1,1,2.3,3.2,3.3
Leganes,Ath Bilbao,0,1,2.6,3,3
Levante,Betis,4,0,2.5,3.3,2.9
Getafe,Real Madrid,0,0,4,3.6,1.9
Sevilla,Vallecano,5,0,1.33,5.25,9
Sociedad,Villarreal,0,1,2.5,3.3,2.9
Ath Bilbao,Alaves,1,1,1.45,4.2,7.5
Ath Madrid,Valladolid,1,0,1.33,4.5,11
Barcelona,Levante,1,0,1.2,6.5,11
Leganes,Celta,0,0,2.37,3.25,3
Girona,Sevilla,1,0,4.75,3.4,1.75
Sociedad,Getafe,2,1,2.6,3.2,2.75
