HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365O25,B365U25
Cagliari,Genoa,0,1,2,3.6,3.6,1.57,2.37
Crotone,Fiorentina,0,0,3.5,4.33,1.85,1.4,3.0
Sampdoria,Parma,3,0,1.75,4.2,4,1.36,3.2
Inter,Udinese,5,1,1.36,5.5,7.5,1.33,3.4
Atalanta,Milan,0,2,2.37,4.2,2.5,1.36,3.2
Bologna,Juventus,1,4,10.5,7,1.22,1.3,3.5
Napoli,Verona,1,1,1.18,7.5,13,1.3,3.5
Sassuolo,Lazio,2,0,1.9,4.33,3.25,1.36,3.2
Spezia,Roma,2,2,5,4.6,1.57,1.36,3.2
Torino,Benevento,1,1,1.75,4.33,3.9,1.53,2.5
Bordeaux,Nantes,0,0,2.4,3,3.25,3.0,1.4
Dijon,Angers,0,1,2.7,3.1,2.8,2.37,1.57
Lille,Rennes,1,1,2.3,3.2,3.3,2.3,1.61
Monaco,Reims,2,2,1.9,3.4,4.33,2.2,1.66
Lorient,Strasbourg,3,1,2.5,3.2,3,2.3,1.61
Nimes,Brest,4,0,2.3,3.2,3.3,2.0,1.8
Nice,Lens,2,1,2,3.3,4,2.1,1.72
Lyon,Dijon,4,1,1.28,5.75,9,1.66,2.2
Rennes,Montpellier,2,1,2,3.3,3.8,2.3,1.61
Strasbourg,Nice,0,2,2.2,3.3,3.3,2.0,1.8
Reims,Lille,0,1,3,3.1,2.45,2.5,1.53
Angers,Bordeaux,0,2,2.25,3.1,3.4,2.5,1.53
Metz,Monaco,0,1,3.75,3.4,2,2.0,1.8
Nantes,Nimes,2,1,1.95,3.2,4.2,2.3,1.61
St Etienne,Lorient,2,0,2.2,3.2,3.4,2.3,1.61
Brest,Marseille,2,3,3,3.5,2,1.8,2.0
Lens,Paris SG,1,0,5,4,1.65,1.9,1.9
Bordeaux,Lyon,0,0,4.5,3.6,1.83,2.0,1.8
Montpellier,Nice,3,1,2.2,3.3,3.4,2.2,1.66
St Etienne,Strasbourg,2,0,2.2,3.2,3.5,2.3,1.61
Lille,Metz,1,0,1.53,3.75,7.5,2.2,1.66
Angers,Reims,1,0,2.37,3,3.4,3.0,1.4
Dijon,Brest,0,2,2.4,3.3,3,2.1,1.72
Lorient,Lens,2,3,2.1,3.3,3.75,2.2,1.66
Nimes,Rennes,2,4,3.3,3.3,2.25,2.2,1.66
Monaco,Nantes,2,1,1.9,3.6,4,1.9,1.9
Montpellier,Lyon,2,1,3.8,3.3,2.05,2.0,1.8
Paris SG,Metz,1,0,1.25,7,9,1.5,2.62
Marseille,St Etienne,0,2,2,3.3,4,2.1,1.72
Lyon,Nimes,0,0,1.3,5.5,10,1.53,2.5
Lens,Bordeaux,2,1,2.3,3.1,3.4,2.3,1.61
Rennes,Monaco,2,1,2.35,3.4,3,1.8,2.0
Nice,Paris SG,0,3,7.5,5,1.4,1.8,2.0
Brest,Lorient,3,2,2.4,3.1,3.2,2.1,1.72
Metz,Reims,2,1,2.55,3,3.1,3.0,1.4
Montpellier,Angers,4,1,2.1,3.25,3.75,2.3,1.61
Strasbourg,Dijon,1,0,1.65,3.75,5.5,2.1,1.72
Nantes,St Etienne,2,2,2.3,3.1,3.4,2.37,1.57
Marseille,Lille,1,1,2.3,3.2,3.3,2.37,1.57
Lille,Nantes,2,0,1.66,3.75,5.5,2.3,1.61
St Etienne,Rennes,0,3,2.87,3.1,2.6,2.2,1.66
Marseille,Metz,1,1,1.61,3.75,6,2.2,1.66
Bordeaux,Nice,0,0,2.1,3.25,3.6,2.3,1.61
Angers,Brest,3,2,2.05,3.3,3.8,2.2,1.66
Dijon,Montpellier,2,2,4.5,3.6,1.8,1.9,1.9
Monaco,Strasbourg,3,2,1.85,3.5,4.2,1.9,1.9
Nimes,Lens,1,1,2.6,3.3,2.75,2.0,1.8
Lorient,Lyon,1,1,5.75,4.2,1.57,1.8,2.0
Reims,Paris SG,0,2,13,6,1.22,1.53,2.5
Paris SG,Angers,6,1,1.1,9,21,1.22,4.33
Lens,St Etienne,2,0,1.95,3.5,4.2,2.2,1.66
Nice,Nantes,2,1,2.45,3.25,3,2.2,1.66
Montpellier,Nimes,0,1,1.66,3.8,5.5,1.9,1.9
Bordeaux,Dijon,3,0,1.66,3.8,5.25,2.0,1.8
Brest,Monaco,1,0,3.1,3.6,2.2,1.72,2.1
Metz,Lorient,3,1,2.3,3.2,3.3,2.37,1.57
Strasbourg,Lille,0,3,3.3,3.3,2.25,2.3,1.61
Rennes,Reims,2,2,1.61,3.75,6,2.2,1.66
Lyon,Marseille,1,1,1.7,3.8,5,1.9,1.9
Dijon,Rennes,1,1,5.25,3.8,1.66,1.85,2.0
Nimes,Paris SG,0,4,6.5,5,1.4,1.57,2.37
Reims,Lorient,1,3,2.1,3.4,3.6,2.2,1.66
Marseille,Bordeaux,3,1,2,3.5,3.8,2.1,1.72
Strasbourg,Lyon,2,3,3.6,3.3,2.15,2.1,1.72
Angers,Metz,1,1,2,3.4,3.9,2.3,1.61
Nantes,Brest,3,1,2.15,3.4,3.4,2.0,1.8
St Etienne,Nice,1,3,2.25,3.25,3.25,2.1,1.72
Lille,Lens,4,0,1.83,3.6,4.33,2.1,1.72
Rennes,Angers,1,2,2.05,3.4,3.5,2.2,1.66
Lorient,Marseille,0,1,2.87,3.4,2.4,2.0,1.8
Paris SG,Dijon,4,0,1.06,12,23,1.16,5.0
Bordeaux,Nimes,2,0,1.95,3.3,4,2.1,1.72
Brest,Strasbourg,0,3,2.15,3.5,3.2,1.88,1.98
Metz,St Etienne,2,0,2.37,3.2,3.1,2.2,1.66
Montpellier,Reims,0,4,1.85,3.5,4.2,2.3,1.61
Nice,Lille,1,1,3.5,3.1,2.2,2.1,1.72
Lyon,Monaco,4,1,1.65,4,4.75,1.57,2.37
Rennes,Brest,2,1,1.9,3.75,3.8,1.72,2.1
Nantes,Paris SG,0,3,7.5,4.75,1.4,1.53,2.5
St Etienne,Montpellier,0,1,2.4,3.25,3,1.9,1.9
Angers,Nice,0,3,2.25,3.2,3.4,2.0,1.8
Dijon,Lorient,0,0,3.2,3.5,2.2,1.9,1.9
Nimes,Metz,0,1,2.45,3.25,3,2.1,1.72
Reims,Strasbourg,2,1,2.3,3.2,3.25,2.2,1.66
Monaco,Bordeaux,4,0,1.85,3.6,4.2,1.8,2.0
Lille,Lyon,1,1,2.8,3.25,2.6,1.9,1.9
Strasbourg,Marseille,0,1,2.87,3.3,2.45,2.37,1.57
Bordeaux,Montpellier,0,2,2.3,3.3,3.1,2.1,1.72
Paris SG,Rennes,3,0,1.4,5.25,6.5,1.57,2.37
Brest,Lille,3,2,3.75,3.5,1.95,1.8,2.0
Lens,Reims,4,4,2.1,3.4,3.6,2.3,1.61
Lorient,Nantes,0,2,2.37,3.2,3.1,2.2,1.66
Metz,Dijon,1,1,1.75,3.6,4.75,2.0,1.8
Nimes,Angers,1,5,3.1,3.2,2.3,2.2,1.66
Nice,Monaco,1,2,3.2,3.6,2.15,1.66,2.2
Lyon,St Etienne,2,1,1.4,4.75,7.5,1.66,2.2
Rennes,Bordeaux,0,1,1.75,3.6,4.75,2.2,1.66
Monaco,Paris SG,3,2,5.25,4.75,1.5,1.36,3.2
Brest,St Etienne,4,1,2.1,3.5,3.4,1.72,2.1
Nantes,Metz,1,1,2.25,3.1,3.5,2.37,1.57
Dijon,Lens,0,1,3.5,3.4,2.15,1.9,1.9
Montpellier,Strasbourg,4,3,2.05,3.5,3.6,2.1,1.72
Reims,Nimes,0,1,1.85,3.5,4.5,2.0,1.8
Angers,Lyon,0,1,5,4.2,1.61,1.72,2.1
Lille,Lorient,4,0,1.6,3.8,6,2.0,1.8
Lens,Nantes,1,1,1.9,3.5,4,2.1,1.72
Strasbourg,Rennes,1,1,3.2,3.2,2.3,1.9,1.9
Marseille,Nantes,3,1,2.05,3.4,3.5,2.2,1.66
Paris SG,Bordeaux,2,2,1.12,8.5,17,1.33,3.4
Lyon,Reims,3,0,1.4,4.75,7,1.66,2.2
Lens,Angers,1,3,2.15,3.25,3.5,2.1,1.72
Lorient,Montpellier,0,1,3.25,3.4,2.1,1.98,1.88
Metz,Brest,0,2,2.2,3.2,3.3,1.98,1.88
Monaco,Nimes,3,0,1.33,4.75,9,1.53,2.5
Nice,Dijon,1,3,1.75,3.6,4.5,1.9,1.95
St Etienne,Lille,1,1,4.75,3.6,1.72,1.95,1.9
Nimes,Marseille,0,2,5.25,3.8,1.66,2.0,1.8
Rennes,Lens,0,2,2,3.5,3.8,2.0,1.8
Montpellier,Paris SG,1,3,6.5,4.75,1.44,1.53,2.5
Lille,Monaco,2,1,2.3,3.75,2.87,1.72,2.1
Angers,Lorient,2,0,1.85,3.6,4.2,2.0,1.8
Bordeaux,Brest,1,0,2.05,3.5,3.6,1.9,1.9
Dijon,St Etienne,0,0,3,3.4,2.37,1.9,1.9
Nantes,Strasbourg,0,4,2.15,3.3,3.5,1.9,1.9
Reims,Nice,0,0,2.5,3.4,2.8,2.0,1.8
Metz,Lyon,1,3,5.75,4.33,1.55,1.8,2.0
St Etienne,Angers,0,0,2.37,3.4,2.9,2.0,1.8
Marseille,Monaco,2,1,2.75,3.5,2.4,1.8,2.0
Lens,Montpellier,2,3,2.5,3.2,2.87,2.0,1.8
Nice,Rennes,0,1,2.9,3.3,2.37,2.0,1.8
Brest,Reims,2,1,2.15,3.5,3.25,1.9,1.9
Lorient,Nimes,3,0,2.05,3.4,3.5,2.0,1.8
Nantes,Dijon,1,1,1.72,3.75,4.5,1.9,1.9
Strasbourg,Metz,2,2,2,3.25,3.9,2.2,1.66
Lille,Bordeaux,2,1,1.7,3.5,5.25,2.2,1.66
Paris SG,Lyon,0,1,1.57,4.75,4.5,1.4,3.0
Angers,Strasbourg,0,2,2.15,3.5,3.3,2.1,1.72
Dijon,Lille,0,2,6.5,4.33,1.5,1.9,1.9
Montpellier,Metz,0,2,1.65,4,5,2.0,1.8
Nimes,Nice,0,2,3.4,3.5,2.1,1.9,1.9
Reims,Nantes,3,2,2.37,3.25,3.1,2.2,1.66
Bordeaux,St Etienne,1,2,2.15,3.4,3.4,2.1,1.72
Lyon,Brest,2,2,1.33,5.25,9,1.5,2.62
Monaco,Lens,0,3,1.65,4.2,4.75,1.66,2.2
Paris SG,Lorient,2,0,1.12,9,19,1.33,3.4
Rennes,Marseille,2,1,2.4,3.4,2.87,2.1,1.72
Metz,Lens,2,0,3,3.4,2.37,2.1,1.72
Marseille,Reims,1,1,1.75,3.6,5,2.0,1.8
Nice,Lyon,1,4,6.5,4,1.55,1.66,2.2
Brest,Montpellier,2,2,3,3.5,2.3,1.72,2.1
Dijon,Monaco,0,1,6.5,4.33,1.5,1.57,2.37
Nantes,Angers,1,1,2.4,3.4,3,2.0,1.8
St Etienne,Nimes,2,2,1.55,4,6.5,1.8,2.0
Strasbourg,Bordeaux,0,2,2.2,3.3,3.25,2.2,1.66
Lorient,Rennes,0,3,3.8,3.6,1.95,2.0,1.8
Lille,Paris SG,0,0,4,3.8,1.85,1.66,2.2
Bordeaux,Reims,1,3,2.15,3.3,3.4,,
Lens,Brest,2,1,1.95,3.8,3.6,1.8,2.0
Nice,Lorient,2,2,1.83,3.6,4.2,2.0,1.8
Nimes,Dijon,1,3,2.55,3.3,2.7,1.93,1.93
Rennes,Metz,1,0,1.55,3.8,6.5,2.1,1.72
Angers,Marseille,2,1,2.9,3.2,2.45,2.3,1.61
Lyon,Nantes,3,0,1.25,6,10,,
Monaco,St Etienne,2,2,1.61,4.2,5.5,1.66,2.2
Montpellier,Lille,2,3,3.4,3.2,2.2,,
Paris SG,Strasbourg,4,0,1.28,5.75,9,1.44,2.75
Brest,Nice,2,0,2.15,3.75,3,1.72,2.1
Lorient,Monaco,2,5,4.33,4,1.72,1.72,2.1
Metz,Bordeaux,0,0,2.62,3,2.87,2.37,1.57
Nantes,Rennes,0,0,3.75,3.4,2,2.2,1.66
Strasbourg,Nimes,5,0,1.53,3.8,6,1.8,2.0
Lille,Angers,1,2,1.57,3.6,6.5,2.1,1.72
Lyon,Lens,3,2,1.4,5,6.5,1.61,2.3
Marseille,Montpellier,3,1,2.1,3.25,3.6,2.1,1.72
Reims,Dijon,0,0,1.8,3.5,4.5,2.0,1.8
St Etienne,Paris SG,1,1,8,5,1.36,1.5,2.62
Bordeaux,Lorient,2,1,2,3.4,3.8,2.2,1.66
Dijon,Marseille,0,0,4.2,3.5,1.85,2.0,1.8
Lens,Strasbourg,0,1,2.25,3.3,3.2,2.0,1.8
Metz,Nice,1,1,2.55,3.2,2.9,2.2,1.66
Monaco,Angers,3,0,1.7,3.75,5,1.8,2.0
Montpellier,Nantes,1,1,1.95,3.6,3.75,1.9,1.9
Nimes,Lille,0,1,8,4.2,1.44,1.8,2.0
Paris SG,Brest,3,0,1.14,8.5,17,1.28,3.75
Reims,St Etienne,3,1,2.87,3,2.7,2.5,1.53
Rennes,Lyon,2,2,3.3,3.6,2.1,1.9,1.9
Montpellier,Monaco,2,3,3.4,3.75,2.1,1.8,2.0
Marseille,Nimes,1,2,1.4,4.75,7.5,1.72,2.1
Angers,Paris SG,0,1,9,5,1.33,1.53,2.5
Brest,Rennes,1,2,3.4,3.4,2.15,1.8,2.0
Nantes,Lens,1,1,2.62,3.2,2.87,2.0,1.8
Nice,Bordeaux,0,3,2.3,3.3,3.2,2.2,1.66
Strasbourg,St Etienne,1,0,1.95,3.3,4.2,2.1,1.72
Lille,Reims,2,1,1.6,4,6,2.2,1.66
Lyon,Metz,0,1,1.28,5.75,11,1.61,2.3
Marseille,Lens,0,1,2,3.4,3.8,2.0,1.8
Paris SG,Montpellier,4,0,1.14,8,17,1.33,3.4
Lens,Nice,0,1,2.05,3.2,4,2.0,1.8
Monaco,Marseille,3,1,1.72,4,4.5,1.8,2.0
Bordeaux,Angers,2,1,2.37,3.1,3.25,2.5,1.53
Dijon,Strasbourg,1,1,3.75,3.5,2,2.1,1.72
Metz,Nantes,2,0,2.37,3.1,3.25,2.5,1.53
Reims,Brest,1,0,2.37,3.5,2.9,2.0,1.8
Rennes,Lille,0,1,2.8,3,2.75,2.5,1.53
St Etienne,Lyon,0,5,8,4.75,1.4,1.66,2.2
Lorient,Dijon,3,2,2.25,3.1,3.4,2.0,1.8
Lyon,Bordeaux,2,1,1.28,5.75,9,1.44,2.75
Montpellier,Lens,1,2,2.8,3.3,2.5,2.0,1.8
Nice,St Etienne,0,1,2.15,3.4,3.4,2.0,1.8
Angers,Nimes,3,1,1.66,3.75,5.5,1.9,1.95
Brest,Metz,2,4,2.1,3.4,3.5,2.0,1.8
Lorient,Paris SG,3,2,13,8.5,1.14,1.33,3.4
Strasbourg,Reims,0,1,2,3.3,3.8,2.2,1.66
Lille,Dijon,1,0,1.36,4.75,10,1.93,1.93
Nantes,Monaco,1,2,4.33,4,1.75,1.8,2.05
Bordeaux,Lille,0,3,4,3.2,2.05,2.37,1.57
Metz,Montpellier,1,1,2.55,3.2,2.9,2.3,1.61
Reims,Angers,0,0,2.6,3,3,2.5,1.53
Rennes,Lorient,1,1,1.57,4.2,5.5,1.9,1.9
Strasbourg,Brest,2,2,2.15,3.4,3.4,1.8,2.0
Dijon,Lyon,0,1,9,5.25,1.33,1.57,2.37
Lens,Marseille,2,2,2.37,3.25,3.1,2.3,1.61
Monaco,Nice,2,1,1.45,4.75,6.5,1.61,2.3
Paris SG,Nimes,3,0,1.05,15,23,1.22,4.33
St Etienne,Nantes,1,1,2.05,3.2,4,2.2,1.66
Lorient,Reims,1,0,2.5,3.2,2.9,2.3,1.61
Lyon,Strasbourg,3,0,1.45,4.5,7,1.61,2.3
Lens,Rennes,0,0,2.7,3.2,2.7,2.3,1.61
Brest,Bordeaux,2,1,2.5,3.25,2.9,2.0,1.8
Montpellier,Dijon,4,2,1.66,4,5,1.9,1.9
Nice,Angers,3,0,2.7,3.2,2.7,2.2,1.66
Nimes,Monaco,3,4,7,5,1.4,1.53,2.5
St Etienne,Metz,1,0,2.05,3.25,3.8,2.2,1.66
Nantes,Lille,0,2,4.5,3.5,1.8,2.2,1.66
Marseille,Paris SG,0,2,7.5,5,1.4,1.5,2.62
Paris SG,Nice,2,1,1.16,8,13,1.36,3.2
Reims,Lens,1,1,3,3,2.55,2.3,1.61
Lyon,Montpellier,1,2,1.36,5,8.5,1.5,2.62
Monaco,Lorient,2,2,1.36,5,8,1.57,2.37
Angers,Nantes,1,3,2.25,3,3.6,2.37,1.57
Dijon,Nimes,0,2,2.45,3.4,2.8,1.9,1.9
Metz,Strasbourg,1,2,3,3.1,2.5,2.3,1.61
Rennes,St Etienne,0,2,1.85,3.4,4.33,2.2,1.66
Lille,Brest,0,0,1.5,4,7,1.9,1.9
Bordeaux,Marseille,0,0,2.6,3.3,2.75,2.2,1.66
Marseille,Nice,3,2,2.25,3.4,3.2,2.0,1.8
Brest,Lyon,2,3,6,4.5,1.5,1.36,3.2
St Etienne,Reims,1,1,2.15,3,3.9,2.37,1.57
Nantes,Marseille,1,1,2.8,3.2,2.5,2.2,1.66
Montpellier,Rennes,2,1,2.87,3.3,2.45,2.0,1.8
Lens,Dijon,2,1,1.5,4.2,6.5,1.9,1.9
Nice,Metz,1,2,2.37,3.3,3.1,2.3,1.61
Nimes,Bordeaux,2,0,3.1,3.4,2.3,1.9,1.9
Strasbourg,Angers,0,0,2.25,3.2,3.4,2.2,1.66
Lorient,Lille,1,4,4.2,3.4,1.95,2.2,1.66
Paris SG,Monaco,0,2,1.61,4.33,4.75,1.4,3.0
Nimes,Lorient,1,0,2.8,3.4,2.37,2.0,1.8
Rennes,Nice,1,2,1.83,3.4,4.75,2.2,1.66
Bordeaux,Metz,1,2,2.37,3.1,3.1,2.5,1.53
Dijon,Paris SG,0,4,15,7,1.18,1.4,3.0
Monaco,Brest,2,0,1.44,4.75,6.5,1.53,2.5
Angers,Lens,2,2,2.87,3,2.7,2.3,1.61
Lorient,St Etienne,2,1,3,3.2,2.45,2.0,1.8
Nimes,Nantes,1,1,3.2,3.3,2.3,2.1,1.72
Reims,Montpellier,0,0,2.8,3.1,2.7,2.1,1.72
Lille,Strasbourg,1,1,1.75,3.6,4.75,2.2,1.66
Marseille,Lyon,1,1,5,4,1.65,1.66,2.2
Brest,Dijon,3,1,1.7,4.2,4.75,1.72,2.1
Lyon,Rennes,1,0,1.57,4,6,1.66,2.2
Metz,Angers,0,1,2.4,3.1,3.1,2.5,1.53
Nice,Nimes,2,1,1.7,3.8,5,1.8,2.0
St Etienne,Lens,2,3,2.8,3.3,2.55,2.2,1.66
Bordeaux,Paris SG,0,1,7.5,4.75,1.4,1.72,2.1
Lille,Marseille,2,0,1.72,3.5,5.5,2.5,1.53
Montpellier,Lorient,1,1,2,3.4,3.8,1.9,1.9
Nantes,Reims,1,2,2.45,3,3.2,2.5,1.53
Strasbourg,Monaco,1,0,4,3.6,1.9,1.8,2.0
Marseille,Rennes,1,0,2.9,3,2.62,2.5,1.53
Reims,Lyon,1,1,7.5,4.5,1.4,1.72,2.1
Angers,St Etienne,0,1,2.5,3.2,3,2.5,1.53
Marseille,Brest,3,1,2,3.25,4.2,1.9,1.9
Nimes,Montpellier,1,1,3.25,3.6,2.15,1.8,2.0
Dijon,Bordeaux,1,3,3.6,3.5,2.05,2.0,1.8
Lens,Metz,2,2,1.85,3.4,4.5,2.3,1.61
Lorient,Nice,1,1,2.55,3.2,2.87,2.0,1.8
Rennes,Strasbourg,1,0,2.1,3.3,3.6,2.3,1.61
Monaco,Lille,0,0,2.4,3.2,3.1,2.1,1.72
Paris SG,Nantes,1,2,1.18,7,17,1.57,2.37
St Etienne,Monaco,0,4,4.5,3.6,1.75,2.0,1.8
Metz,Rennes,1,3,3.3,3.2,2.3,2.5,1.53
Nice,Marseille,3,0,3,3.3,2.4,2.1,1.72
Strasbourg,Lens,1,2,2.62,3.4,2.6,2.1,1.72
Brest,Angers,0,0,2.5,3.25,2.9,2.1,1.72
Dijon,Reims,0,1,3.6,3.3,2.1,2.2,1.66
Montpellier,Bordeaux,3,1,2.1,3.2,3.75,2.0,1.8
Nantes,Lorient,1,1,2.3,3.1,3.3,2.3,1.61
Lille,Nimes,1,2,1.3,5,11,1.9,1.9
Lyon,Paris SG,2,4,2.9,3.75,2.25,1.53,2.5
Monaco,Metz,4,0,1.44,4.5,7,1.8,2.0
Paris SG,Lille,0,1,1.72,3.8,4.75,1.9,1.9
Lens,Lyon,1,1,4,4,1.83,1.66,2.2
Angers,Montpellier,1,1,2.62,3.2,2.75,2.1,1.72
Bordeaux,Strasbourg,2,3,2.7,3.2,2.6,2.3,1.61
Lorient,Brest,1,0,2.3,3.5,3,1.9,1.9
Nantes,Nice,1,2,2.37,3.3,2.87,2.0,1.8
Reims,Rennes,2,2,3.8,3.2,2.1,2.37,1.57
Nimes,St Etienne,0,2,3.25,3.4,2.15,2.1,1.72
Marseille,Dijon,2,0,1.5,4,7.5,1.8,2.0
Metz,Lille,0,2,6,3.7,1.61,2.5,1.53
Strasbourg,Paris SG,1,4,4.33,4,1.75,1.72,2.1
Montpellier,Marseille,3,3,2.55,3.4,2.62,2.0,1.8
Rennes,Nantes,1,0,1.8,3.6,4.5,2.2,1.66
Brest,Nimes,1,1,2.05,3.5,3.6,1.8,2.0
Lens,Lorient,4,1,2,3.5,3.8,2.0,1.8
Nice,Reims,0,0,2.2,3.2,3.5,2.1,1.72
St Etienne,Bordeaux,4,1,2.3,3,3.5,2.2,1.66
Monaco,Dijon,3,0,1.18,7,15,1.53,2.5
Lyon,Angers,3,0,1.36,5,8.5,1.66,2.2
Lille,Montpellier,1,1,1.61,3.9,5.5,1.9,1.9
Angers,Rennes,0,3,3.6,3.3,2.1,2.37,1.57
Marseille,Lorient,3,2,2.1,3.4,3.5,2.0,1.8
Paris SG,St Etienne,3,2,1.3,5.5,10,1.61,2.3
Brest,Lens,1,1,2.87,3.3,2.5,1.9,1.9
Dijon,Nice,2,0,4.75,3.75,1.75,1.9,1.9
Nimes,Strasbourg,1,1,3.4,3.5,2.05,1.9,1.9
Reims,Metz,0,0,2.37,3.1,3.2,2.5,1.53
Bordeaux,Monaco,0,3,5.5,3.75,1.66,1.9,1.9
Nantes,Lyon,1,2,6.5,4.2,1.5,1.66,2.2
Reims,Marseille,1,3,3.75,3.4,2,2.0,1.8
St Etienne,Brest,1,2,2,3.6,3.6,1.9,1.9
Metz,Paris SG,1,3,11,5.5,1.28,1.66,2.2
Nice,Montpellier,3,1,2.75,3.4,2.5,1.8,2.0
Lens,Nimes,2,1,1.66,3.75,5.25,1.9,1.9
Lorient,Bordeaux,4,1,2.1,3.4,3.5,2.0,1.8
Rennes,Dijon,5,1,1.3,5.25,10,1.8,2.0
Strasbourg,Nantes,1,2,2.2,3.1,3.6,2.3,1.61
Angers,Monaco,0,1,6.5,4.5,1.45,1.8,2.0
Lyon,Lille,2,3,2,3.5,3.6,2.0,1.8
Marseille,Strasbourg,1,1,1.85,3.6,4.2,1.9,1.9
Paris SG,Lens,2,1,1.33,5.5,7.5,1.5,2.62
Lille,Nice,2,0,1.4,4.5,8,1.85,2.0
Bordeaux,Rennes,1,0,4.75,3.75,1.75,1.98,1.88
Brest,Nantes,1,4,2.7,3.25,2.62,2.02,1.83
Dijon,Metz,1,5,3.75,3.3,2.05,2.1,1.72
Lorient,Angers,2,0,1.83,3.6,4.33,2.1,1.72
Nimes,Reims,2,2,2.25,3.3,3.2,2.1,1.72
Montpellier,St Etienne,1,2,2.37,3.4,3,1.8,2.0
Monaco,Lyon,2,3,2.3,3.6,2.9,1.61,2.3
Lens,Lille,0,3,4.2,3.4,1.9,2.1,1.72
Nantes,Bordeaux,3,0,2,3.5,3.8,2.1,1.72
Lyon,Lorient,4,1,1.4,5,7,1.44,2.75
St Etienne,Marseille,1,0,3.4,3.5,2.1,1.9,1.9
Angers,Dijon,3,0,1.83,3.6,4.33,2.0,1.8
Metz,Nimes,0,3,2.8,3.4,2.5,2.0,1.8
Nice,Brest,3,2,2.4,3.4,2.9,1.8,2.0
Strasbourg,Montpellier,2,3,1.66,4.2,4.5,1.72,2.1
Reims,Monaco,0,1,8,4.75,1.4,1.8,2.0
Rennes,Paris SG,1,1,5.5,4,1.61,1.66,2.2
Bordeaux,Lens,3,0,3.75,3.6,1.95,1.95,1.9
Dijon,Nantes,0,4,8,4.75,1.4,1.8,2.0
Lille,St Etienne,0,0,1.33,5,9.5,1.88,1.98
Lorient,Metz,2,1,1.6,4,5.5,1.9,1.95
Marseille,Angers,3,2,1.45,4.2,8,1.9,1.9
Monaco,Rennes,2,1,1.65,4,4.75,1.9,1.9
Montpellier,Brest,0,0,2.25,3.75,2.87,1.57,2.37
Nice,Strasbourg,0,2,3.6,3.6,2,1.9,1.9
Nimes,Lyon,2,5,7.5,5.5,1.36,1.4,3.0
Paris SG,Reims,4,0,1.1,10,23,1.36,3.2
Angers,Lille,1,2,10,4.75,1.33,1.8,2.0
Brest,Paris SG,0,2,12,6.5,1.25,1.3,3.5
Lens,Monaco,0,0,5.25,4.33,1.57,1.53,2.5
Lyon,Nice,2,3,1.25,6,12,1.33,3.4
Metz,Marseille,1,1,3.6,3.6,2,1.72,2.1
Nantes,Montpellier,1,2,1.45,4.5,7,1.53,2.5
Reims,Bordeaux,1,2,2.55,2.87,3.25,2.3,1.61
Rennes,Nimes,2,0,1.3,5.75,9,1.53,2.5
St Etienne,Dijon,0,1,1.3,5.5,10,1.53,2.5
Strasbourg,Lorient,1,1,2.6,2,4.33,2.5,1.53
Brentford,Arsenal,2,0,4,3.4,1.95,2.1,1.72
Man United,Leeds,5,1,1.53,4.5,5.75,1.61,2.3
Burnley,Brighton,1,2,3.1,3.1,2.45,2.5,1.53
Chelsea,Crystal Palace,3,0,1.25,5.75,13,1.8,2.0
Everton,Southampton,3,1,1.9,3.5,4,2.0,1.8
Leicester,Wolves,1,0,1.66,3.8,5.25,2.09,1.84
Watford,Aston Villa,3,2,3.1,3.2,2.37,2.0,1.8
Norwich,Liverpool,0,3,9,5.75,1.3,1.53,2.5
Newcastle,West Ham,2,4,3.2,3.5,2.2,1.99,1.94
Tottenham,Man City,1,0,5.5,4.2,1.6,1.89,2.04
Liverpool,Burnley,2,0,1.18,7.5,13,1.53,2.5
Aston Villa,Newcastle,2,0,1.8,3.75,4.33,1.72,2.1
Crystal Palace,Brentford,0,0,2.55,3.2,2.87,2.3,1.61
Leeds,Everton,2,2,2.37,3.4,3,1.72,2.1
Man City,Norwich,5,0,1.08,11,26,1.33,3.4
Brighton,Watford,2,0,1.7,3.5,5.75,2.2,1.66
Southampton,Man United,1,1,5.5,4.2,1.57,1.72,2.1
Wolves,Tottenham,0,1,3.2,3.2,2.35,2.2,1.66
Arsenal,Chelsea,0,2,4.75,3.75,1.72,2.1,1.72
West Ham,Leicester,4,1,2.5,3.5,2.75,1.8,2.0
Man City,Arsenal,5,0,1.25,6,12,1.57,2.37
Aston Villa,Brentford,1,1,1.95,3.6,3.8,1.9,1.9
Brighton,Everton,0,2,2.3,3.2,3.3,2.2,1.66
Newcastle,Southampton,2,2,2.5,3.4,2.8,1.85,2.05
Norwich,Leicester,1,2,4.5,3.5,1.85,1.8,2.0
West Ham,Crystal Palace,2,2,1.55,4,6.5,1.9,1.9
Liverpool,Chelsea,1,1,2.45,3.3,2.9,2.0,1.8
Burnley,Leeds,1,1,3.1,3.5,2.25,1.72,2.1
Tottenham,Watford,1,0,1.36,4.75,9,1.8,2.0
Wolves,Man United,0,1,5,3.5,1.75,2.0,1.8
Crystal Palace,Tottenham,3,0,4.2,3.5,1.9,2.1,1.72
Arsenal,Norwich,1,0,1.5,4.6,6,1.72,2.1
Brentford,Brighton,0,1,2.8,3.2,2.62,2.5,1.53
Leicester,Man City,0,1,6,4,1.57,1.72,2.1
